Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division,Water Company,Sewage Company
CR0 1JB,Yes,51.368278,-0.096773,532584,164965,TQ325649,1/1/1980 12:00:00 AM,,61,9,5,"South Croydon",0.6,"Greater London","Croydon","Thames Water",""
CR0 1JD,Yes,51.372524,-0.095778,532641,165439,TQ326654,1/1/2004 12:00:00 AM,,67,,,"George Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1JE,Yes,51.369695,-0.097113,532556,165122,TQ325651,10/1/1985 12:00:00 AM,,65,49,21,"George Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1JF,Yes,51.368721,-0.096941,532571,165014,TQ325650,1/1/1980 12:00:00 AM,,63,,,"George Street",0.6,"Greater London","Croydon","Thames Water",""
CR0 1JG,Yes,51.369781,-0.096320,532611,165133,TQ326651,1/1/1980 12:00:00 AM,,66,12,5,"George Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1JH,Yes,51.369912,-0.097176,532551,165146,TQ325651,9/1/2002 12:00:00 AM,,66,75,37,"George Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1JJ,Yes,51.369163,-0.096432,532605,165064,TQ326650,1/1/1980 12:00:00 AM,,63,22,11,"George Street",0.6,"Greater London","Croydon","Thames Water",""
CR0 1JL,Yes,51.371248,-0.097483,532526,165294,TQ325652,11/1/2021 12:00:00 AM,,58,,,"George Street",0.3,"Greater London","Croydon","",""
CR0 1JN,Yes,51.371542,-0.095112,532690,165331,TQ326653,1/1/1980 12:00:00 AM,,66,45,25,"George Street",0.4,"Greater London","Croydon","Thames Water",""
CR0 1JP,Yes,51.369977,-0.095622,532659,165156,TQ326651,1/1/1980 12:00:00 AM,,67,86,47,"George Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1JQ,Yes,51.370400,-0.094544,532733,165205,TQ327652,1/1/1980 12:00:00 AM,,68,57,34,"George Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1JR,Yes,51.369159,-0.095124,532696,165066,TQ326650,1/1/1980 12:00:00 AM,,68,74,36,"George Street",0.6,"Greater London","Croydon","Thames Water",""
CR0 1JS,Yes,51.369600,-0.095681,532656,165114,TQ326651,1/1/1980 12:00:00 AM,,66,69,38,"George Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1JT,Yes,51.363862,-0.094008,532789,164479,TQ327644,8/1/1992 12:00:00 AM,,63,24,14,"South Croydon",0.1,"Greater London","Croydon","Thames Water",""
CR0 1JU,Yes,51.364103,-0.094415,532760,164505,TQ327645,8/1/1992 12:00:00 AM,,62,8,7,"South Croydon",0.1,"Greater London","Croydon","Thames Water",""
CR0 1JW,Yes,51.369326,-0.097071,532560,165081,TQ325650,3/1/2005 12:00:00 AM,,63,40,19,"George Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1JX,Yes,51.369190,-0.097023,532564,165066,TQ325650,3/1/2005 12:00:00 AM,,63,,,"George Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1JY,Yes,51.368973,-0.096942,532570,165042,TQ325650,5/1/2005 12:00:00 AM,,62,74,37,"George Street",0.6,"Greater London","Croydon","Thames Water",""
CR0 1JZ,Yes,51.371248,-0.097483,532526,165294,TQ325652,5/1/2022 12:00:00 AM,,58,,,"George Street",0.3,"Greater London","Croydon","",""
CR0 1LA,Yes,51.374135,-0.098596,532440,165613,TQ324656,1/1/1980 12:00:00 AM,,64,,,"George Street",0.0,"Greater London","Croydon","Thames Water",""
CR0 1LB,Yes,51.374299,-0.097630,532507,165633,TQ325656,1/1/1980 12:00:00 AM,,63,9,3,"George Street",0.1,"Greater London","Croydon","Thames Water",""
CR0 1LD,Yes,51.374851,-0.094532,532721,165700,TQ327656,1/1/1980 12:00:00 AM,,66,16,11,"East Croydon",0.1,"Greater London","Croydon","Thames Water",""
CR0 1LE,Yes,51.375326,-0.096653,532572,165749,TQ325657,12/1/1999 12:00:00 AM,,69,,,"Wellesley Road",0.1,"Greater London","Croydon","Thames Water",""
CR0 1LF,Yes,51.374952,-0.092976,532829,165714,TQ328657,1/1/1980 12:00:00 AM,,64,,,"East Croydon",0.1,"Greater London","Croydon","Thames Water",""
CR0 1LG,Yes,51.374536,-0.096194,532606,165662,TQ326656,1/1/1980 12:00:00 AM,,66,,,"Wellesley Road",0.1,"Greater London","Croydon","Thames Water",""
CR0 1LH,Yes,51.374949,-0.096683,532571,165707,TQ325657,1/1/1980 12:00:00 AM,,67,3,1,"Wellesley Road",0.1,"Greater London","Croydon","Thames Water",""
CR0 1LJ,Yes,51.371248,-0.097483,532526,165294,TQ325652,5/1/2022 12:00:00 AM,,58,,,"George Street",0.3,"Greater London","Croydon","",""
CR0 1LL,Yes,51.371214,-0.098131,532481,165289,TQ324652,8/1/2021 12:00:00 AM,,58,,,"George Street",0.3,"Greater London","Croydon","",""
CR0 1LN,Yes,51.371601,-0.098187,532476,165332,TQ324653,6/1/2021 12:00:00 AM,,58,,,"George Street",0.3,"Greater London","Croydon","",""
CR0 1LP,Yes,51.375622,-0.099928,532343,165776,TQ323657,7/1/1995 12:00:00 AM,,64,,,"Wellesley Road",0.2,"Greater London","Croydon","Thames Water",""
CR0 1LQ,Yes,51.371151,-0.098163,532479,165282,TQ324652,6/1/2021 12:00:00 AM,,58,,,"George Street",0.3,"Greater London","Croydon","",""
CR0 1LR,Yes,51.371151,-0.098163,532479,165282,TQ324652,6/1/2021 12:00:00 AM,,58,,,"George Street",0.3,"Greater London","Croydon","",""
CR0 1LS,Yes,51.372061,-0.100999,532279,165378,TQ322653,6/1/2021 12:00:00 AM,,57,,,"George Street",0.3,"Greater London","Croydon","",""
CR0 1LT,Yes,51.374355,-0.098289,532461,165638,TQ324656,2/1/2022 12:00:00 AM,,57,,,"George Street",0.1,"Greater London","Croydon","",""
CR0 1LU,Yes,51.366085,-0.096318,532622,164722,TQ326647,2/1/2022 12:00:00 AM,,52,,,"South Croydon",0.4,"Greater London","Croydon","",""
CR0 1NA,Yes,51.371064,-0.100537,532314,165268,TQ323652,1/1/1980 12:00:00 AM,,57,26,9,"George Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1ND,Yes,51.370213,-0.100184,532341,165174,TQ323651,1/1/1980 12:00:00 AM,,56,21,6,"George Street",0.4,"Greater London","Croydon","Thames Water",""
CR0 1NE,Yes,51.369473,-0.100010,532355,165092,TQ323650,1/1/1980 12:00:00 AM,,55,32,12,"George Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1NF,Yes,51.368895,-0.099891,532365,165028,TQ323650,1/1/1980 12:00:00 AM,,54,20,11,"George Street",0.6,"Greater London","Croydon","Thames Water",""
CR0 1NG,Yes,51.368052,-0.099455,532398,164935,TQ323649,1/1/1980 12:00:00 AM,,53,31,11,"George Street",0.7,"Greater London","Croydon","Thames Water",""
CR0 1NH,Yes,51.369263,-0.100425,532327,165068,TQ323650,1/1/1980 12:00:00 AM,,53,11,4,"George Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1NJ,Yes,51.369263,-0.100425,532327,165068,TQ323650,6/1/2022 12:00:00 AM,,48,,,"George Street",0.5,"Greater London","Croydon","",""
CR0 1NN,Yes,51.372199,-0.100102,532341,165395,TQ323653,6/1/2022 12:00:00 AM,,56,,,"George Street",0.2,"Greater London","Croydon","",""
CR0 1NX,Yes,51.372199,-0.100102,532341,165395,TQ323653,1/1/1980 12:00:00 AM,,64,,,"George Street",0.2,"Greater London","Croydon","Thames Water",""
CR0 1PA,Yes,51.373690,-0.099466,532381,165562,TQ323655,1/1/1980 12:00:00 AM,,63,1,1,"George Street",0.1,"Greater London","Croydon","Thames Water",""
CR0 1PB,Yes,51.373722,-0.098645,532438,165567,TQ324655,1/1/1980 12:00:00 AM,,63,,,"George Street",0.0,"Greater London","Croydon","Thames Water",""
CR0 1PD,Yes,51.373919,-0.097499,532517,165591,TQ325655,1/1/1980 12:00:00 AM,,63,7,2,"George Street",0.1,"Greater London","Croydon","Thames Water",""
CR0 1PE,Yes,51.374058,-0.096088,532615,165609,TQ326656,1/1/1980 12:00:00 AM,,64,,,"Wellesley Road",0.2,"Greater London","Croydon","Thames Water",""
CR0 1PF,Yes,51.374011,-0.095397,532663,165605,TQ326656,1/1/1980 12:00:00 AM,,64,,,"Wellesley Road",0.2,"Greater London","Croydon","Thames Water",""
CR0 1PG,No,51.373864,-0.096308,532600,165587,TQ326655,10/1/2012 12:00:00 AM,4/1/2013 12:00:00 AM,64,,,"George Street",0.2,"Greater London","Croydon","Thames Water",""
CR0 1PH,No,51.374240,-0.094008,532759,165633,TQ327656,1/1/1980 12:00:00 AM,3/1/2002 12:00:00 AM,65,,,"East Croydon",0.2,"Greater London","Croydon","",""
CR0 1PJ,Yes,51.374222,-0.094555,532721,165630,TQ327656,9/1/1981 12:00:00 AM,,65,10,7,"East Croydon",0.2,"Greater London","Croydon","Thames Water",""
CR0 1QA,No,51.373345,-0.099807,532358,165523,TQ323655,1/1/1980 12:00:00 AM,1/1/2016 12:00:00 AM,61,,,"George Street",0.1,"Greater London","Croydon","Thames Water",""
CR0 1QB,Yes,51.372935,-0.100025,532344,165477,TQ323654,1/1/1980 12:00:00 AM,,61,3,1,"George Street",0.1,"Greater London","Croydon","Thames Water",""
CR0 1QD,Yes,51.372036,-0.100066,532344,165377,TQ323653,1/1/1980 12:00:00 AM,,61,4,2,"George Street",0.2,"Greater London","Croydon","Thames Water",""
CR0 1QE,Yes,51.371207,-0.099967,532353,165285,TQ323652,1/1/1980 12:00:00 AM,,60,,,"George Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1QF,Yes,51.370938,-0.099964,532354,165255,TQ323652,1/1/1980 12:00:00 AM,,59,,,"George Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1QG,Yes,51.370186,-0.099665,532377,165172,TQ323651,1/1/1980 12:00:00 AM,,59,18,6,"George Street",0.4,"Greater London","Croydon","Thames Water",""
CR0 1QH,Yes,51.368287,-0.099011,532428,164962,TQ324649,1/1/1980 12:00:00 AM,,56,2,1,"George Street",0.6,"Greater London","Croydon","Thames Water",""
CR0 1QL,Yes,51.367863,-0.098899,532437,164915,TQ324649,1/1/1980 12:00:00 AM,,55,,,"South Croydon",0.7,"Greater London","Croydon","Thames Water",""
CR0 1QN,Yes,51.367899,-0.098912,532436,164919,TQ324649,1/1/1980 12:00:00 AM,,55,15,6,"South Croydon",0.7,"Greater London","Croydon","Thames Water",""
CR0 1QP,Yes,51.368018,-0.098462,532467,164933,TQ324649,1/1/1980 12:00:00 AM,,57,35,14,"South Croydon",0.7,"Greater London","Croydon","Thames Water",""
CR0 1QQ,Yes,51.371071,-0.099887,532359,165270,TQ323652,9/1/1991 12:00:00 AM,,59,,,"George Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1QR,Yes,51.369502,-0.099047,532422,165097,TQ324650,9/1/1991 12:00:00 AM,,61,,,"George Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1QZ,No,51.373342,-0.101301,532254,165520,TQ322655,2/1/1984 12:00:00 AM,6/1/1999 12:00:00 AM,54,,,"George Street",0.2,"Greater London","Croydon","",""
CR0 1RA,Yes,51.372150,-0.107658,531815,165376,TQ318653,1/1/1980 12:00:00 AM,,47,19,6,"Church Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1RB,Yes,51.373668,-0.103073,532130,165553,TQ321655,1/1/1980 12:00:00 AM,,48,28,12,"Church Street",0.1,"Greater London","Croydon","Thames Water",""
CR0 1RD,Yes,51.373992,-0.104766,532011,165586,TQ320655,1/1/1980 12:00:00 AM,,47,12,7,"Church Street",0.0,"Greater London","Croydon","Thames Water",""
CR0 1RE,Yes,51.373250,-0.101147,532265,165510,TQ322655,7/1/1995 12:00:00 AM,,55,,,"George Street",0.2,"Greater London","Croydon","Thames Water",""
CR0 1RF,Yes,51.373099,-0.106297,531907,165484,TQ319654,1/1/1980 12:00:00 AM,,46,14,10,"Church Street",0.2,"Greater London","Croydon","Thames Water",""
CR0 1RG,Yes,51.372852,-0.101569,532237,165465,TQ322654,1/1/1980 12:00:00 AM,,53,32,17,"Church Street",0.2,"Greater London","Croydon","Thames Water",""
CR0 1RH,Yes,51.373230,-0.102674,532159,165505,TQ321655,1/1/1980 12:00:00 AM,,50,25,13,"Church Street",0.1,"Greater London","Croydon","Thames Water",""
CR0 1RJ,Yes,51.372961,-0.101048,532273,165478,TQ322654,1/1/1980 12:00:00 AM,,55,1,1,"George Street",0.2,"Greater London","Croydon","Thames Water",""
CR0 1RL,Yes,51.374243,-0.104170,532052,165615,TQ320656,12/1/1996 12:00:00 AM,,48,40,14,"Church Street",0.1,"Greater London","Croydon","Thames Water",""
CR0 1RN,Yes,51.373631,-0.104695,532017,165546,TQ320655,1/1/1980 12:00:00 AM,,46,51,28,"Church Street",0.0,"Greater London","Croydon","Thames Water",""
CR0 1RP,Yes,51.374048,-0.104864,532004,165592,TQ320655,12/1/2005 12:00:00 AM,,47,15,7,"Church Street",0.1,"Greater London","Croydon","Thames Water",""
CR0 1RQ,Yes,51.373119,-0.104170,532055,165490,TQ320654,9/1/2004 12:00:00 AM,,48,27,13,"Church Street",0.1,"Greater London","Croydon","Thames Water",""
CR0 1RR,Yes,51.370810,-0.107096,531858,165228,TQ318652,9/1/1991 12:00:00 AM,,52,13,7,"Church Street",0.4,"Greater London","Croydon","Thames Water",""
CR0 1RS,Yes,51.371107,-0.107069,531859,165261,TQ318652,1/1/1980 12:00:00 AM,,50,42,16,"Church Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1RT,Yes,51.371068,-0.108019,531793,165255,TQ317652,1/1/1980 12:00:00 AM,,51,71,32,"Church Street",0.4,"Greater London","Croydon","Thames Water",""
CR0 1RU,Yes,51.371549,-0.107726,531812,165309,TQ318653,1/1/1980 12:00:00 AM,,48,40,17,"Church Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1RW,Yes,51.370853,-0.107511,531829,165232,TQ318652,1/1/1980 12:00:00 AM,,52,43,13,"Church Street",0.4,"Greater London","Croydon","Thames Water",""
CR0 1RX,Yes,51.372481,-0.107558,531821,165413,TQ318654,1/1/1980 12:00:00 AM,,46,47,25,"Church Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1RY,Yes,51.373498,-0.100907,532281,165538,TQ322655,1/1/1980 12:00:00 AM,,57,,,"George Street",0.2,"Greater London","Croydon","Thames Water",""
CR0 1RZ,Yes,51.373736,-0.101188,532261,165564,TQ322655,1/1/1980 12:00:00 AM,,55,,,"George Street",0.2,"Greater London","Croydon","Thames Water",""
CR0 1SA,Yes,51.364758,-0.099875,532378,164568,TQ323645,12/1/1997 12:00:00 AM,,51,83,28,"South Croydon",0.5,"Greater London","Croydon","Thames Water",""
CR0 1SB,Yes,51.372696,-0.104159,532057,165443,TQ320654,1/1/1980 12:00:00 AM,,50,56,23,"Church Street",0.1,"Greater London","Croydon","Thames Water",""
CR0 1SD,Yes,51.371063,-0.103809,532086,165262,TQ320652,1/1/1980 12:00:00 AM,,49,57,23,"Church Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1SE,Yes,51.370114,-0.103547,532107,165157,TQ321651,1/1/1980 12:00:00 AM,,48,57,23,"Church Street",0.4,"Greater London","Croydon","Thames Water",""
CR0 1SF,No,51.370359,-0.103077,532139,165185,TQ321651,8/1/1993 12:00:00 AM,6/1/1998 12:00:00 AM,47,,,"Church Street",0.4,"Greater London","Croydon","",""
CR0 1SG,Yes,51.371641,-0.103430,532111,165327,TQ321653,1/1/1980 12:00:00 AM,,54,112,48,"Church Street",0.2,"Greater London","Croydon","Thames Water",""
CR0 1SH,Yes,51.368666,-0.102429,532189,164998,TQ321649,1/1/1980 12:00:00 AM,,48,31,14,"Church Street",0.6,"Greater London","Croydon","Thames Water",""
CR0 1SJ,Yes,51.369192,-0.102680,532170,165056,TQ321650,1/1/1980 12:00:00 AM,,48,9,4,"Church Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1SL,Yes,51.372822,-0.101955,532210,165461,TQ322654,1/1/1980 12:00:00 AM,,53,13,10,"Church Street",0.2,"Greater London","Croydon","Thames Water",""
CR0 1SN,Yes,51.370759,-0.104454,532042,165227,TQ320652,1/1/1980 12:00:00 AM,,46,37,20,"Church Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1SP,Yes,51.370421,-0.104701,532026,165189,TQ320651,1/1/1980 12:00:00 AM,,46,56,24,"Church Street",0.4,"Greater London","Croydon","Thames Water",""
CR0 1SQ,Yes,51.371167,-0.101337,532258,165278,TQ322652,1/1/1980 12:00:00 AM,,53,,,"Church Street",0.4,"Greater London","Croydon","Thames Water",""
CR0 1SR,Yes,51.371025,-0.104788,532018,165256,TQ320652,1/1/1980 12:00:00 AM,,46,96,33,"Church Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1SS,Yes,51.369835,-0.101852,532226,165129,TQ322651,1/1/1980 12:00:00 AM,,49,26,14,"Church Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1ST,Yes,51.369553,-0.100524,532319,165100,TQ323651,1/1/1980 12:00:00 AM,,53,13,6,"George Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1SU,Yes,51.369099,-0.101926,532223,165047,TQ322650,1/1/1980 12:00:00 AM,,48,25,13,"Church Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1SW,Yes,51.369327,-0.102100,532210,165072,TQ322650,1/1/1980 12:00:00 AM,,48,47,17,"Church Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1SX,Yes,51.369651,-0.101009,532285,165110,TQ322651,1/1/1980 12:00:00 AM,,52,8,3,"George Street",0.5,"Greater London","Croydon","Thames Water",""
CR0 1SY,Yes,51.368710,-0.101780,532234,165004,TQ322650,1/1/1980 12:00:00 AM,,48,66,34,"Church Street",0.6,"Greater London","Croydon","Thames Water",""
CR0 1SZ,Yes,51.371273,-0.101818,532224,165289,TQ322652,12/1/1995 12:00:00 AM,,54,90,44,"Church Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1TA,Yes,51.374151,-0.102938,532138,165607,TQ321656,1/1/1980 12:00:00 AM,,50,124,55,"Church Street",0.1,"Greater London","Croydon","Thames Water",""
CR0 1TB,Yes,51.374031,-0.102153,532193,165595,TQ321655,1/1/1980 12:00:00 AM,,53,41,20,"Church Street",0.2,"Greater London","Croydon","Thames Water",""
CR0 1TD,Yes,51.374536,-0.103925,532068,165648,TQ320656,1/1/1980 12:00:00 AM,,48,17,4,"Church Street",0.1,"Greater London","Croydon","Thames Water",""
CR0 1TE,Yes,51.375407,-0.102714,532150,165747,TQ321657,1/1/1991 12:00:00 AM,,52,,,"Centrale",0.1,"Greater London","Croydon","Thames Water",""
CR0 1TF,Yes,51.375373,-0.102270,532181,165744,TQ321657,1/1/1980 12:00:00 AM,,52,,,"Centrale",0.1,"Greater London","Croydon","Thames Water",""
CR0 1TG,Yes,51.375097,-0.101361,532245,165715,TQ322657,1/1/1980 12:00:00 AM,,56,,,"Centrale",0.2,"Greater London","Croydon","Thames Water",""
CR0 1TH,Yes,51.374793,-0.103138,532122,165678,TQ321656,12/1/2001 12:00:00 AM,,50,84,41,"Centrale",0.1,"Greater London","Croydon","Thames Water",""
CR0 1TJ,Yes,51.375740,-0.101637,532224,165786,TQ322657,1/1/1980 12:00:00 AM,,55,3,2,"Centrale",0.2,"Greater London","Croydon","Thames Water",""
CR0 1TL,Yes,51.376718,-0.102053,532192,165894,TQ321658,1/1/1980 12:00:00 AM,,56,,,"Centrale",0.2,"Greater London","Croydon","Thames Water",""
CR0 1TN,Yes,51.377373,-0.102514,532158,165966,TQ321659,1/1/1980 12:00:00 AM,,56,6,4,"West Croydon",0.1,"Greater London","Croydon","Thames Water",""
CR0 1TP,Yes,51.377956,-0.102993,532123,166030,TQ321660,1/1/1980 12:00:00 AM,,54,,,"West Croydon",0.1,"Greater London","Croydon","Thames Water",""
CR0 1TQ,Yes,51.370920,-0.102767,532159,165248,TQ321652,12/1/1994 12:00:00 AM,,50,92,33,"Church Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1TR,Yes,51.371561,-0.102338,532187,165320,TQ321653,12/1/1995 12:00:00 AM,,54,70,38,"Church Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1TS,Yes,51.374242,-0.101882,532211,165619,TQ322656,4/1/2004 12:00:00 AM,,54,,,"Church Street",0.2,"Greater London","Croydon","Thames Water",""
CR0 1TT,Yes,51.375497,-0.101604,532227,165759,TQ322657,7/1/1990 12:00:00 AM,,54,,,"Centrale",0.2,"Greater London","Croydon","Thames Water",""
CR0 1TU,No,51.373657,-0.101274,532255,165555,TQ322655,8/1/1992 12:00:00 AM,12/1/1999 12:00:00 AM,55,,,"George Street",0.2,"Greater London","Croydon","",""
CR0 1TW,Yes,51.374953,-0.103002,532131,165696,TQ321656,12/1/2001 12:00:00 AM,,50,113,54,"Centrale",0.1,"Greater London","Croydon","Thames Water",""
CR0 1TX,Yes,51.374461,-0.104847,532004,165638,TQ320656,1/1/1995 12:00:00 AM,,47,3,1,"Church Street",0.1,"Greater London","Croydon","Thames Water",""
CR0 1TY,Yes,51.375678,-0.102271,532180,165778,TQ321657,1/1/1995 12:00:00 AM,,55,,,"Centrale",0.1,"Greater London","Croydon","Thames Water",""
CR0 1TZ,Yes,51.371469,-0.102787,532156,165309,TQ321653,1/1/1995 12:00:00 AM,,55,56,28,"Church Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1UA,Yes,51.378113,-0.101564,532222,166050,TQ322660,1/1/1980 12:00:00 AM,,59,39,17,"West Croydon",0.1,"Greater London","Croydon","Thames Water",""
CR0 1UB,Yes,51.374059,-0.100011,532342,165602,TQ323656,1/1/1980 12:00:00 AM,,62,12,12,"George Street",0.1,"Greater London","Croydon","Thames Water",""
CR0 1UD,Yes,51.377006,-0.101552,532226,165927,TQ322659,1/1/1980 12:00:00 AM,,59,1,1,"West Croydon",0.2,"Greater London","Croydon","Thames Water",""
CR0 1UE,Yes,51.377945,-0.102289,532172,166030,TQ321660,1/1/1980 12:00:00 AM,,57,3,2,"West Croydon",0.1,"Greater London","Croydon","Thames Water",""
CR0 1UF,Yes,51.378265,-0.102635,532147,166065,TQ321660,1/1/1980 12:00:00 AM,,55,,,"West Croydon",0.0,"Greater London","Croydon","Thames Water",""
CR0 1UG,Yes,51.375670,-0.100673,532291,165780,TQ322657,1/1/1980 12:00:00 AM,,61,,,"Wellesley Road",0.2,"Greater London","Croydon","Thames Water",""
CR0 1UH,Yes,51.371761,-0.101367,532254,165344,TQ322653,10/1/2008 12:00:00 AM,,55,103,53,"Church Street",0.3,"Greater London","Croydon","Thames Water",""
CR0 1UJ,Yes,51.376065,-0.101174,532255,165823,TQ322658,1/1/1980 12:00:00 AM,,58,,,"Centrale",0.2,"Greater London","Croydon","Thames Water",""
CR0 1UL,Yes,51.372569,-0.101333,532254,165434,TQ322654,4/1/2010 12:00:00 AM,,55,24,16,"George Street",0.2,"Greater London","Croydon","Thames Water",""
CR0 1UP,Yes,51.376513,-0.099938,532340,165875,TQ323658,1/1/1980 12:00:00 AM,,62,,,"Wellesley Road",0.2,"Greater London","Croydon","Thames Water",""
CR0 1UQ,Yes,51.376009,-0.099355,532382,165820,TQ323658,1/1/1980 12:00:00 AM,,63,,,"Wellesley Road",0.1,"Greater London","Croydon","Thames Water",""
CR0 1UR,Yes,51.375870,-0.099663,532361,165804,TQ323658,1/1/1980 12:00:00 AM,,64,,,"Wellesley Road",0.2,"Greater London","Croydon","Thames Water",""
CR0 1US,Yes,51.376540,-0.101043,532263,165876,TQ322658,1/1/1980 12:00:00 AM,,59,,,"Centrale",0.2,"Greater London","Croydon","Thames Water",""
CR0 1UT,Yes,51.375515,-0.099947,532342,165764,TQ323657,1/1/1980 12:00:00 AM,,64,,,"Wellesley Road",0.2,"Greater London","Croydon","Thames Water",""
CR0 1UU,Yes,51.376677,-0.100114,532327,165893,TQ323658,1/1/1980 12:00:00 AM,,62,,,"Wellesley Road",0.2,"Greater London","Croydon","Thames Water",""
CR0 1UW,Yes,51.376277,-0.099240,532389,165850,TQ323658,1/1/1980 12:00:00 AM,,63,,,"Wellesley Road",0.2,"Greater London","Croydon","Thames Water",""
CR0 1UX,Yes,51.375639,-0.099313,532386,165779,TQ323657,1/1/1980 12:00:00 AM,,64,,,"Wellesley Road",0.1,"Greater London","Croydon","Thames Water",""
CR0 1UY,Yes,51.376163,-0.100581,532296,165835,TQ322658,1/1/1980 12:00:00 AM,,61,,,"Wellesley Road",0.2,"Greater London","Croydon","Thames Water",""
