Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea
SE21 7LZ,Yes,51.433944,-0.080835,533502,172296,TQ335722,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",75,33,"Greater London","Southwark","Southwark 033B","Urban major conurbation",London,61,3,E01003946,,E02000839,"Sydenham Hill",E43000218,E00019876,E14000673,16984,1,0,2022-11-26,"Sydenham Hill",0.141075,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWM9+HM,56500,"","London","Inner London - East","Lewisham and Southwark","10009790789,10025296719,200003435123,200003435124,200003435125,200003435126,200003435127,200003435128,200003435129,200003435130,200003435131,200003435132,200003435133,200003435134,200003435135,200003435136,200003435137,200003435138,200003435139,200003435140,200003435141,200003435142,200003435143,200003435144,200003435145,200003435146,200003435147,200003435148,200003435149,200003435150,200003435151,200003435152,200003435153,200003435154,200003435155,200003435156,200003435157,200003435158,200003435159,200003435160,200003435161,200003497856",34.1716
SE21 7NA,Yes,51.434010,-0.079925,533565,172305,TQ335723,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",21,8,"Greater London","Southwark","Southwark 033A","Urban major conurbation",London,65,3,E01003945,,E02000839,"Sydenham Hill",E43000218,E00019853,E14000673,17553,1,0,2022-11-26,"Sydenham Hill",0.147003,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWMC+J2,56500,"","London","Inner London - East","Lewisham and Southwark","10015711688,200003434911,200003434912,200003435162,200003435163,200003435317,200003435318,200003435319,200003435320,200003497849",34.1082
SE21 7NB,Yes,51.433440,-0.079734,533580,172242,TQ335722,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",32,15,"Greater London","Southwark","Southwark 033C","Urban major conurbation",London,65,3,E01003947,,E02000839,"Sydenham Hill",E43000218,E00019880,E14000673,5479,1,0,2022-11-26,"Sydenham Hill",0.09107,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWMC+94,56500,"","London","Inner London - East","Lewisham and Southwark","10015323921,200003482641,200003483027,200003483378,200003483743,200003484086,200003484417,200003484733,200003485029,200003485359,200003485622,200003485887,200003486110,200003486327,200003486511,200003486708,200003497857",34.0997
SE21 7ND,Yes,51.432561,-0.078752,533651,172146,TQ336721,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033A","Urban major conurbation",London,70,3,E01003945,,E02000839,"Sydenham Hill",E43000218,E00019853,E14000673,17553,1,0,2022-11-26,"Sydenham Hill",0.102418,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWMC+2F,56500,"","London","Inner London - East","Lewisham and Southwark","200003434913,200003435411",34.0392
SE21 7WA,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2001-12-01,2004-03-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,5,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WB,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2002-11-01,2006-10-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WD,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2002-12-01,2006-10-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WE,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2003-02-01,2003-09-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,5,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WF,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2007-01-01,2007-01-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WG,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2004-01-01,2008-06-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WH,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2004-03-01,2006-10-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WJ,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2008-05-01,2009-06-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WL,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2008-04-01,2020-05-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WN,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2007-06-01,2007-07-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,5,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WP,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2002-11-01,2006-02-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WQ,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2006-09-01,2006-11-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WR,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2009-07-01,2011-07-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WS,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2005-05-01,2006-02-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WT,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2005-05-01,2008-05-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WU,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2005-03-01,2009-04-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WW,Yes,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2004-10-01,,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","10015173398",34.5904
SE21 7WX,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2001-06-01,2002-07-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WY,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2000-12-01,2006-10-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7WZ,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2007-01-01,2007-01-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7XA,No,51.445143,-0.083229,533303,173537,TQ333735,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1995-01-01,1998-06-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 031A","Urban major conurbation",London,37,3,E01004069,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020503,E14000673,25346,6,1,2022-11-26,"West Dulwich",0.697758,SE,SE21,"Metropolitan Police","",9C3XCWW8+3P,76600,"","London","Inner London - East","Lewisham and Southwark","",34.27
SE21 7XB,No,51.432183,-0.080937,533500,172100,TQ335721,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1995-07-01,1996-06-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033C","Urban major conurbation",London,63,3,E01003947,,E02000839,"Sydenham Hill",E43000218,E00019880,E14000673,5479,8,1,2022-11-26,"Sydenham Hill",0.0655913,SE,SE21,"Metropolitan Police","",9C3XCWJ9+VJ,56500,"","London","Inner London - East","Lewisham and Southwark","",34.1934
SE21 7XE,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2003-11-01,2006-10-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7XQ,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2003-08-01,2007-09-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7YB,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2002-12-01,2007-01-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7YE,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2007-08-01,2010-08-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
